x,y,line,algo,step,reward,zeros,sum,biggest,a0,a1,a2,a3,a4,a5,a6,a7,a8,cnt0,cnt2,cnt4,cnt8,cnt16,cnt32,cnt64,cnt128,cnt256,cnt512,cnt1024,cnt2048
84,3,lookahead-2-zeros-2,lookahead-2-zeros,16,84,3,44,16,2,0,0,8,0,2,8,16,8,3,2,0,3,1,0,0,0,0,0,0,0
100,3,lookahead-2-zeros-2,lookahead-2-zeros,17,100,3,46,16,0,0,0,2,2,2,16,16,8,3,3,0,1,2,0,0,0,0,0,0,0
136,4,lookahead-2-zeros-2,lookahead-2-zeros,18,136,4,48,32,0,2,0,0,2,4,0,32,8,4,2,1,1,0,1,0,0,0,0,0,0
140,4,lookahead-2-zeros-2,lookahead-2-zeros,19,140,4,50,32,0,2,0,0,4,4,0,32,8,4,1,2,1,0,1,0,0,0,0,0,0
148,4,lookahead-2-zeros-2,lookahead-2-zeros,20,148,4,52,32,0,0,2,0,0,8,2,32,8,4,2,0,2,0,1,0,0,0,0,0,0
164,4,lookahead-2-zeros-2,lookahead-2-zeros,21,164,4,54,32,0,2,0,0,0,2,2,32,16,4,3,0,0,1,1,0,0,0,0,0,0
164,3,lookahead-2-zeros-2,lookahead-2-zeros,22,164,3,56,32,2,0,2,0,0,2,2,32,16,3,4,0,0,1,1,0,0,0,0,0,0
172,4,lookahead-2-zeros-2,lookahead-2-zeros,23,172,4,58,32,0,2,0,0,0,4,4,32,16,4,1,2,0,1,1,0,0,0,0,0,0
172,3,lookahead-2-zeros-2,lookahead-2-zeros,24,172,3,60,32,2,2,0,4,0,0,4,32,16,3,2,2,0,1,1,0,0,0,0,0,0
180,3,lookahead-2-zeros-2,lookahead-2-zeros,25,180,3,64,32,4,0,0,2,2,0,8,32,16,3,2,1,1,1,1,0,0,0,0,0,0
184,3,lookahead-2-zeros-2,lookahead-2-zeros,26,184,3,66,32,4,0,2,4,0,0,8,32,16,3,1,2,1,1,1,0,0,0,0,0,0
192,3,lookahead-2-zeros-2,lookahead-2-zeros,27,192,3,68,32,2,0,0,8,0,2,8,32,16,3,2,0,2,1,1,0,0,0,0,0,0
208,3,lookahead-2-zeros-2,lookahead-2-zeros,28,208,3,70,32,0,0,0,2,2,2,16,32,16,3,3,0,0,2,1,0,0,0,0,0,0
212,3,lookahead-2-zeros-2,lookahead-2-zeros,29,212,3,72,32,2,0,0,0,2,4,16,32,16,3,2,1,0,2,1,0,0,0,0,0,0
212,2,lookahead-2-zeros-2,lookahead-2-zeros,30,212,2,74,32,2,0,0,2,4,2,16,32,16,2,3,1,0,2,1,0,0,0,0,0,0
216,2,lookahead-2-zeros-2,lookahead-2-zeros,31,216,2,76,32,0,0,2,4,4,2,16,32,16,2,2,2,0,2,1,0,0,0,0,0,0
224,2,lookahead-2-zeros-2,lookahead-2-zeros,32,224,2,78,32,0,0,2,2,8,2,16,32,16,2,3,0,1,2,1,0,0,0,0,0,0
224,1,lookahead-2-zeros-2,lookahead-2-zeros,33,224,1,80,32,0,2,2,2,8,2,16,32,16,1,4,0,1,2,1,0,0,0,0,0,0
228,1,lookahead-2-zeros-2,lookahead-2-zeros,34,228,1,82,32,2,2,4,16,8,16,0,32,2,1,3,1,1,2,1,0,0,0,0,0,0
232,1,lookahead-2-zeros-2,lookahead-2-zeros,35,232,1,84,32,4,4,2,16,8,16,32,2,0,1,2,2,1,2,1,0,0,0,0,0,0
240,1,lookahead-2-zeros-2,lookahead-2-zeros,36,240,1,86,32,2,8,2,16,8,16,0,32,2,1,3,0,2,2,1,0,0,0,0,0,0
256,1,lookahead-2-zeros-2,lookahead-2-zeros,37,256,1,88,32,0,2,2,2,16,16,16,32,2,1,4,0,0,3,1,0,0,0,0,0,0
292,2,lookahead-2-zeros-2,lookahead-2-zeros,38,292,2,90,32,4,2,0,2,32,0,16,32,2,2,3,1,0,1,2,0,0,0,0,0,0
356,2,lookahead-2-zeros-2,lookahead-2-zeros,39,356,2,92,64,4,2,2,2,64,2,16,0,0,2,4,1,0,1,0,1,0,0,0,0,0
360,2,lookahead-2-zeros-2,lookahead-2-zeros,40,360,2,94,64,0,4,4,2,64,2,0,2,16,2,3,2,0,1,0,1,0,0,0,0,0
368,2,lookahead-2-zeros-2,lookahead-2-zeros,41,368,2,96,64,8,2,0,2,64,2,2,16,0,2,4,0,1,1,0,1,0,0,0,0,0
372,2,lookahead-2-zeros-2,lookahead-2-zeros,42,372,2,100,64,8,2,2,4,64,4,0,16,0,2,2,2,1,1,0,1,0,0,0,0,0
376,2,lookahead-2-zeros-2,lookahead-2-zeros,43,376,2,102,64,0,8,4,4,64,4,0,2,16,2,1,3,1,1,0,1,0,0,0,0,0
384,2,lookahead-2-zeros-2,lookahead-2-zeros,44,384,2,104,64,4,8,8,0,64,16,0,2,2,2,2,1,2,1,0,1,0,0,0,0,0
404,3,lookahead-2-zeros-2,lookahead-2-zeros,45,404,3,106,64,0,4,16,0,64,16,2,0,4,3,1,2,0,2,0,1,0,0,0,0,0
436,3,lookahead-2-zeros-2,lookahead-2-zeros,46,436,3,108,64,2,4,32,0,64,4,2,0,0,3,2,2,0,0,1,1,0,0,0,0,0
440,3,lookahead-2-zeros-2,lookahead-2-zeros,47,440,3,110,64,4,4,32,2,64,4,0,0,0,3,1,3,0,0,1,1,0,0,0,0,0
448,3,lookahead-2-zeros-2,lookahead-2-zeros,48,448,3,112,64,2,8,32,2,64,4,0,0,0,3,2,1,1,0,1,1,0,0,0,0,0
452,3,lookahead-2-zeros-2,lookahead-2-zeros,49,452,3,114,64,4,8,32,2,64,4,0,0,0,3,1,2,1,0,1,1,0,0,0,0,0
452,2,lookahead-2-zeros-2,lookahead-2-zeros,50,452,2,116,64,4,8,32,2,64,4,2,0,0,2,2,2,1,0,1,1,0,0,0,0,0
456,2,lookahead-2-zeros-2,lookahead-2-zeros,51,456,2,118,64,4,8,32,4,64,4,0,2,0,2,1,3,1,0,1,1,0,0,0,0,0
464,2,lookahead-2-zeros-2,lookahead-2-zeros,52,464,2,120,64,8,8,32,0,64,4,0,2,2,2,2,1,2,0,1,1,0,0,0,0,0
484,3,lookahead-2-zeros-2,lookahead-2-zeros,53,484,3,122,64,0,16,32,0,64,4,2,0,4,3,1,2,0,1,1,1,0,0,0,0,0
492,3,lookahead-2-zeros-2,lookahead-2-zeros,54,492,3,124,64,2,0,0,0,16,32,2,64,8,3,2,0,1,1,1,1,0,0,0,0,0
496,3,lookahead-2-zeros-2,lookahead-2-zeros,55,496,3,126,64,0,2,0,0,16,32,4,64,8,3,1,1,1,1,1,1,0,0,0,0,0
496,2,lookahead-2-zeros-2,lookahead-2-zeros,56,496,2,128,64,0,2,0,2,16,32,4,64,8,2,2,1,1,1,1,1,0,0,0,0,0
496,1,lookahead-2-zeros-2,lookahead-2-zeros,57,496,1,130,64,2,0,2,2,16,32,4,64,8,1,3,1,1,1,1,1,0,0,0,0,0
500,1,lookahead-2-zeros-2,lookahead-2-zeros,58,500,1,132,64,2,0,2,4,16,32,4,64,8,1,2,2,1,1,1,1,0,0,0,0,0
504,1,lookahead-2-zeros-2,lookahead-2-zeros,59,504,1,134,64,0,2,4,4,16,32,4,64,8,1,1,3,1,1,1,1,0,0,0,0,0
512,1,lookahead-2-zeros-2,lookahead-2-zeros,60,512,1,136,64,2,2,4,0,16,32,8,64,8,1,2,1,2,1,1,1,0,0,0,0,0
516,1,lookahead-2-zeros-2,lookahead-2-zeros,61,516,1,138,64,4,4,0,16,32,2,8,64,8,1,1,2,2,1,1,1,0,0,0,0,0
524,1,lookahead-2-zeros-2,lookahead-2-zeros,62,524,1,140,64,8,2,0,16,32,2,8,64,8,1,2,0,3,1,1,1,0,0,0,0,0
524,0,lookahead-2-zeros-2,lookahead-2-zeros,63,524,0,142,64,8,2,2,16,32,8,8,64,2,0,3,0,3,1,1,1,0,0,0,0,0
528,0,lookahead-2-zeros-2,lookahead-2-zeros,64,528,0,144,64,8,4,2,16,32,8,8,64,2,0,2,1,3,1,1,1,0,0,0,0,0
4,7,lookahead-2-zeros-3,lookahead-2-zeros,0,4,7,6,4,4,2,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0
4,6,lookahead-2-zeros-3,lookahead-2-zeros,1,4,6,8,4,0,0,0,0,2,0,4,2,0,6,2,1,0,0,0,0,0,0,0,0,0
8,6,lookahead-2-zeros-3,lookahead-2-zeros,2,8,6,10,4,0,0,0,0,0,0,4,4,2,6,1,2,0,0,0,0,0,0,0,0,0
16,6,lookahead-2-zeros-3,lookahead-2-zeros,3,16,6,12,8,0,2,0,0,0,0,8,2,0,6,2,0,1,0,0,0,0,0,0,0,0
20,6,lookahead-2-zeros-3,lookahead-2-zeros,4,20,6,14,8,2,0,0,0,0,0,8,4,0,6,1,1,1,0,0,0,0,0,0,0,0
20,5,lookahead-2-zeros-3,lookahead-2-zeros,5,20,5,16,8,0,0,2,0,2,0,0,8,4,5,2,1,1,0,0,0,0,0,0,0,0
20,4,lookahead-2-zeros-3,lookahead-2-zeros,6,20,4,18,8,2,0,2,2,0,0,8,4,0,4,3,1,1,0,0,0,0,0,0,0,0
24,4,lookahead-2-zeros-3,lookahead-2-zeros,7,24,4,20,8,4,0,2,2,0,0,8,4,0,4,2,2,1,0,0,0,0,0,0,0,0
24,3,lookahead-2-zeros-3,lookahead-2-zeros,8,24,3,22,8,0,4,2,0,0,2,2,8,4,3,3,2,1,0,0,0,0,0,0,0,0
28,3,lookahead-2-zeros-3,lookahead-2-zeros,9,28,3,24,8,2,4,4,0,8,4,0,0,2,3,2,3,1,0,0,0,0,0,0,0,0
36,3,lookahead-2-zeros-3,lookahead-2-zeros,10,36,3,26,8,2,8,0,8,4,0,2,2,0,3,3,1,2,0,0,0,0,0,0,0,0
40,3,lookahead-2-zeros-3,lookahead-2-zeros,11,40,3,28,8,0,2,8,0,8,4,2,0,4,3,2,2,2,0,0,0,0,0,0,0,0
48,3,lookahead-2-zeros-3,lookahead-2-zeros,12,48,3,30,8,2,2,8,2,8,8,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0
68,4,lookahead-2-zeros-3,lookahead-2-zeros,13,68,4,32,16,2,4,8,0,2,16,0,0,0,4,2,1,1,1,0,0,0,0,0,0,0
68,3,lookahead-2-zeros-3,lookahead-2-zeros,14,68,3,34,16,0,2,0,0,4,8,2,2,16,3,3,1,1,1,0,0,0,0,0,0,0
72,3,lookahead-2-zeros-3,lookahead-2-zeros,15,72,3,38,16,2,0,0,4,8,4,4,16,0,3,1,3,1,1,0,0,0,0,0,0,0
80,3,lookahead-2-zeros-3,lookahead-2-zeros,16,80,3,40,16,0,2,0,2,8,0,8,16,4,3,2,1,2,1,0,0,0,0,0,0,0
80,2,lookahead-2-zeros-3,lookahead-2-zeros,17,80,2,42,16,2,2,4,8,8,0,2,16,0,2,3,1,2,1,0,0,0,0,0,0,0
100,3,lookahead-2-zeros-3,lookahead-2-zeros,18,100,3,44,16,0,4,4,0,2,16,0,2,16,3,2,2,0,2,0,0,0,0,0,0,0
136,4,lookahead-2-zeros-3,lookahead-2-zeros,19,136,4,46,32,0,2,0,0,4,4,0,4,32,4,1,3,0,0,1,0,0,0,0,0,0
144,4,lookahead-2-zeros-3,lookahead-2-zeros,20,144,4,48,32,0,0,2,0,2,4,0,8,32,4,2,1,1,0,1,0,0,0,0,0,0
144,3,lookahead-2-zeros-3,lookahead-2-zeros,21,144,3,50,32,2,0,2,2,4,0,8,32,0,3,3,1,1,0,1,0,0,0,0,0,0
148,3,lookahead-2-zeros-3,lookahead-2-zeros,22,148,3,52,32,2,0,4,0,2,4,0,8,32,3,2,2,1,0,1,0,0,0,0,0,0
156,3,lookahead-2-zeros-3,lookahead-2-zeros,23,156,3,54,32,2,2,8,0,8,32,0,2,0,3,3,0,2,0,1,0,0,0,0,0,0
156,2,lookahead-2-zeros-3,lookahead-2-zeros,24,156,2,56,32,0,2,2,0,8,8,2,2,32,2,4,0,2,0,1,0,0,0,0,0,0
180,4,lookahead-2-zeros-3,lookahead-2-zeros,25,180,4,60,32,0,0,4,4,0,16,0,4,32,4,0,3,0,1,1,0,0,0,0,0,0
180,3,lookahead-2-zeros-3,lookahead-2-zeros,26,180,3,64,32,0,0,4,0,4,16,4,4,32,3,0,4,0,1,1,0,0,0,0,0,0
188,3,lookahead-2-zeros-3,lookahead-2-zeros,27,188,3,66,32,4,0,2,4,16,0,8,32,0,3,1,2,1,1,1,0,0,0,0,0,0
196,3,lookahead-2-zeros-3,lookahead-2-zeros,28,196,3,68,32,8,16,2,8,32,0,0,2,0,3,2,0,2,1,1,0,0,0,0,0,0
212,3,lookahead-2-zeros-3,lookahead-2-zeros,29,212,3,70,32,16,16,2,0,32,0,2,2,0,3,3,0,0,2,1,0,0,0,0,0,0
248,4,lookahead-2-zeros-3,lookahead-2-zeros,30,248,4,72,32,32,2,0,32,0,0,4,2,0,4,2,1,0,0,2,0,0,0,0,0,0
316,5,lookahead-2-zeros-3,lookahead-2-zeros,31,316,5,74,64,0,0,0,64,2,0,4,4,0,5,1,2,0,0,0,1,0,0,0,0,0
324,5,lookahead-2-zeros-3,lookahead-2-zeros,32,324,5,76,64,0,0,0,2,64,2,0,0,8,5,2,0,1,0,0,1,0,0,0,0,0
324,4,lookahead-2-zeros-3,lookahead-2-zeros,33,324,4,78,64,0,0,0,0,2,2,2,64,8,4,3,0,1,0,0,1,0,0,0,0,0
328,4,lookahead-2-zeros-3,lookahead-2-zeros,34,328,4,80,64,0,0,0,0,2,4,2,64,8,4,2,1,1,0,0,1,0,0,0,0,0
328,3,lookahead-2-zeros-3,lookahead-2-zeros,35,328,3,82,64,2,2,4,0,64,8,0,0,2,3,3,1,1,0,0,1,0,0,0,0,0
332,3,lookahead-2-zeros-3,lookahead-2-zeros,36,332,3,84,64,4,4,0,64,8,0,2,0,2,3,2,2,1,0,0,1,0,0,0,0,0
344,4,lookahead-2-zeros-3,lookahead-2-zeros,37,344,4,86,64,0,2,8,0,64,8,0,0,4,4,1,1,2,0,0,1,0,0,0,0,0
360,4,lookahead-2-zeros-3,lookahead-2-zeros,38,360,4,88,64,0,0,2,0,2,16,0,64,4,4,2,1,0,1,0,1,0,0,0,0,0
360,3,lookahead-2-zeros-3,lookahead-2-zeros,39,360,3,92,64,4,2,2,0,64,16,0,0,4,3,2,2,0,1,0,1,0,0,0,0,0
364,3,lookahead-2-zeros-3,lookahead-2-zeros,40,364,3,94,64,4,4,0,64,16,0,4,0,2,3,1,3,0,1,0,1,0,0,0,0,0
372,3,lookahead-2-zeros-3,lookahead-2-zeros,41,372,3,96,64,8,2,0,64,16,0,4,2,0,3,2,1,1,1,0,1,0,0,0,0,0
372,2,lookahead-2-zeros-3,lookahead-2-zeros,42,372,2,98,64,8,2,0,64,16,0,4,2,2,2,3,1,1,1,0,1,0,0,0,0,0
376,2,lookahead-2-zeros-3,lookahead-2-zeros,43,376,2,100,64,8,2,0,64,16,2,4,4,0,2,2,2,1,1,0,1,0,0,0,0,0
384,2,lookahead-2-zeros-3,lookahead-2-zeros,44,384,2,102,64,0,8,2,64,16,2,2,0,8,2,3,0,2,1,0,1,0,0,0,0,0
388,2,lookahead-2-zeros-3,lookahead-2-zeros,45,388,2,104,64,64,8,4,2,16,8,0,2,0,2,2,1,2,1,0,1,0,0,0,0,0
388,1,lookahead-2-zeros-3,lookahead-2-zeros,46,388,1,108,64,64,8,4,2,16,8,2,0,4,1,2,2,2,1,0,1,0,0,0,0,0
392,1,lookahead-2-zeros-3,lookahead-2-zeros,47,392,1,110,64,2,0,4,64,8,8,4,16,4,1,1,3,2,1,0,1,0,0,0,0,0
408,1,lookahead-2-zeros-3,lookahead-2-zeros,48,408,1,112,64,2,4,0,64,16,2,4,16,4,1,2,3,0,2,0,1,0,0,0,0,0
440,1,lookahead-2-zeros-3,lookahead-2-zeros,49,440,1,114,64,2,0,2,64,4,2,4,32,4,1,3,3,0,0,1,1,0,0,0,0,0
444,1,lookahead-2-zeros-3,lookahead-2-zeros,50,444,1,116,64,2,0,2,64,4,4,4,32,4,1,2,4,0,0,1,1,0,0,0,0,0
456,2,lookahead-2-zeros-3,lookahead-2-zeros,51,456,2,118,64,2,0,4,0,64,8,4,32,4,2,1,3,1,0,1,1,0,0,0,0,0
456,1,lookahead-2-zeros-3,lookahead-2-zeros,52,456,1,120,64,2,0,4,2,64,8,4,32,4,1,2,3,1,0,1,1,0,0,0,0,0
460,1,lookahead-2-zeros-3,lookahead-2-zeros,53,460,1,124,64,4,0,4,4,64,8,4,32,4,1,0,5,1,0,1,1,0,0,0,0,0
468,1,lookahead-2-zeros-3,lookahead-2-zeros,54,468,1,126,64,0,2,8,4,64,8,4,32,4,1,1,3,2,0,1,1,0,0,0,0,0
492,2,lookahead-2-zeros-3,lookahead-2-zeros,55,492,2,128,64,2,2,0,0,64,16,8,32,4,2,2,1,1,1,1,1,0,0,0,0,0
496,2,lookahead-2-zeros-3,lookahead-2-zeros,56,496,2,132,64,4,0,0,64,16,4,8,32,4,2,0,3,1,1,1,1,0,0,0,0,0
504,2,lookahead-2-zeros-3,lookahead-2-zeros,57,504,2,134,64,4,0,2,64,16,0,8,32,8,2,1,1,2,1,1,1,0,0,0,0,0
504,1,lookahead-2-zeros-3,lookahead-2-zeros,58,504,1,136,64,4,2,2,64,16,0,8,32,8,1,2,1,2,1,1,1,0,0,0,0,0
508,1,lookahead-2-zeros-3,lookahead-2-zeros,59,508,1,138,64,4,4,0,64,16,2,8,32,8,1,1,2,2,1,1,1,0,0,0,0,0
516,1,lookahead-2-zeros-3,lookahead-2-zeros,60,516,1,140,64,8,2,0,64,16,2,8,32,8,1,2,0,3,1,1,1,0,0,0,0,0
516,0,lookahead-2-zeros-3,lookahead-2-zeros,61,516,0,142,64,2,8,2,64,16,2,8,32,8,0,3,0,3,1,1,1,0,0,0,0,0
520,0,lookahead-2-zeros-3,lookahead-2-zeros,62,520,0,144,64,2,8,4,64,16,8,8,32,2,0,2,1,3,1,1,1,0,0,0,0,0
0,6,lookahead-2-zeros-4,lookahead-2-zeros,0,0,6,6,2,2,0,0,0,0,0,2,2,0,6,3,0,0,0,0,0,0,0,0,0,0
4,6,lookahead-2-zeros-4,lookahead-2-zeros,1,4,6,8,4,4,2,0,0,2,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0
8,6,lookahead-2-zeros-4,lookahead-2-zeros,2,8,6,10,4,2,0,0,0,0,0,4,4,0,6,1,2,0,0,0,0,0,0,0,0,0
16,6,lookahead-2-zeros-4,lookahead-2-zeros,3,16,6,12,8,2,0,0,0,0,2,8,0,0,6,2,0,1,0,0,0,0,0,0,0,0
16,5,lookahead-2-zeros-4,lookahead-2-zeros,4,16,5,14,8,2,2,0,2,0,0,8,0,0,5,3,0,1,0,0,0,0,0,0,0,0
20,5,lookahead-2-zeros-4,lookahead-2-zeros,5,20,5,16,8,0,2,4,0,0,2,0,0,8,5,2,1,1,0,0,0,0,0,0,0,0
20,4,lookahead-2-zeros-4,lookahead-2-zeros,6,20,4,18,8,0,0,4,0,2,2,0,2,8,4,3,1,1,0,0,0,0,0,0,0,0
24,4,lookahead-2-zeros-4,lookahead-2-zeros,7,24,4,20,8,2,0,4,0,0,4,0,2,8,4,2,2,1,0,0,0,0,0,0,0,0
32,4,lookahead-2-zeros-4,lookahead-2-zeros,8,32,4,22,8,0,2,0,0,0,8,2,2,8,4,3,0,2,0,0,0,0,0,0,0,0
52,5,lookahead-2-zeros-4,lookahead-2-zeros,9,52,5,24,16,2,4,16,0,0,0,0,2,0,5,2,1,0,1,0,0,0,0,0,0,0
52,4,lookahead-2-zeros-4,lookahead-2-zeros,10,52,4,26,16,2,0,0,0,4,0,2,2,16,4,3,1,0,1,0,0,0,0,0,0,0
56,4,lookahead-2-zeros-4,lookahead-2-zeros,11,56,4,28,16,4,4,16,0,2,2,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0
68,5,lookahead-2-zeros-4,lookahead-2-zeros,12,68,5,30,16,0,8,16,0,0,4,0,0,2,5,1,1,1,1,0,0,0,0,0,0,0
68,4,lookahead-2-zeros-4,lookahead-2-zeros,13,68,4,32,16,0,8,16,0,0,4,0,2,2,4,2,1,1,1,0,0,0,0,0,0,0
72,4,lookahead-2-zeros-4,lookahead-2-zeros,14,72,4,34,16,8,16,0,4,2,0,4,0,0,4,1,2,1,1,0,0,0,0,0,0,0
80,4,lookahead-2-zeros-4,lookahead-2-zeros,15,80,4,36,16,0,2,0,8,16,0,8,2,0,4,2,0,2,1,0,0,0,0,0,0,0
96,4,lookahead-2-zeros-4,lookahead-2-zeros,16,96,4,40,16,16,2,4,0,16,0,0,2,0,4,2,1,0,2,0,0,0,0,0,0,0
96,3,lookahead-2-zeros-4,lookahead-2-zeros,17,96,3,42,16,16,2,4,16,0,0,2,2,0,3,3,1,0,2,0,0,0,0,0,0,0
132,4,lookahead-2-zeros-4,lookahead-2-zeros,18,132,4,44,32,32,4,4,2,0,2,0,0,0,4,2,2,0,0,1,0,0,0,0,0,0
144,5,lookahead-2-zeros-4,lookahead-2-zeros,19,144,5,46,32,0,32,8,0,2,4,0,0,0,5,1,1,1,0,1,0,0,0,0,0,0
144,4,lookahead-2-zeros-4,lookahead-2-zeros,20,144,4,48,32,0,32,8,0,2,4,0,0,2,4,2,1,1,0,1,0,0,0,0,0,0
144,3,lookahead-2-zeros-4,lookahead-2-zeros,21,144,3,50,32,32,8,0,2,4,0,2,0,2,3,3,1,1,0,1,0,0,0,0,0,0
148,3,lookahead-2-zeros-4,lookahead-2-zeros,22,148,3,52,32,2,0,0,32,8,0,4,4,2,3,2,2,1,0,1,0,0,0,0,0,0
156,3,lookahead-2-zeros-4,lookahead-2-zeros,23,156,3,54,32,2,0,2,32,8,0,8,2,0,3,3,0,2,0,1,0,0,0,0,0,0
156,2,lookahead-2-zeros-4,lookahead-2-zeros,24,156,2,56,32,2,0,0,32,8,2,8,2,2,2,4,0,2,0,1,0,0,0,0,0,0
160,2,lookahead-2-zeros-4,lookahead-2-zeros,25,160,2,58,32,0,0,2,32,8,2,2,8,4,2,3,1,2,0,1,0,0,0,0,0,0
180,3,lookahead-2-zeros-4,lookahead-2-zeros,26,180,3,60,32,32,16,4,2,0,4,0,0,2,3,2,2,0,1,1,0,0,0,0,0,0
188,3,lookahead-2-zeros-4,lookahead-2-zeros,27,188,3,62,32,32,16,8,2,0,2,0,0,2,3,3,0,1,1,1,0,0,0,0,0,0
192,3,lookahead-2-zeros-4,lookahead-2-zeros,28,192,3,66,32,32,16,8,2,0,4,0,4,0,3,1,2,1,1,1,0,0,0,0,0,0
192,2,lookahead-2-zeros-4,lookahead-2-zeros,29,192,2,68,32,32,16,8,0,2,4,0,2,4,2,2,2,1,1,1,0,0,0,0,0,0
204,3,lookahead-2-zeros-4,lookahead-2-zeros,30,204,3,70,32,32,16,8,2,4,8,0,0,0,3,1,1,2,1,1,0,0,0,0,0,0
220,3,lookahead-2-zeros-4,lookahead-2-zeros,31,220,3,72,32,32,16,16,2,4,2,0,0,0,3,2,1,0,2,1,0,0,0,0,0,0
252,3,lookahead-2-zeros-4,lookahead-2-zeros,32,252,3,74,32,0,32,32,2,4,2,0,2,0,3,3,1,0,0,2,0,0,0,0,0,0
316,3,lookahead-2-zeros-4,lookahead-2-zeros,33,316,3,76,64,0,2,64,2,4,2,0,0,2,3,4,1,0,0,0,1,0,0,0,0,0
320,3,lookahead-2-zeros-4,lookahead-2-zeros,34,320,3,78,64,2,2,64,0,4,4,0,2,0,3,3,2,0,0,0,1,0,0,0,0,0
332,4,lookahead-2-zeros-4,lookahead-2-zeros,35,332,4,80,64,0,4,64,0,0,8,2,0,2,4,2,1,1,0,0,1,0,0,0,0,0
336,4,lookahead-2-zeros-4,lookahead-2-zeros,36,336,4,82,64,0,4,64,2,0,8,0,0,4,4,1,2,1,0,0,1,0,0,0,0,0
336,3,lookahead-2-zeros-4,lookahead-2-zeros,37,336,3,84,64,0,2,64,0,0,8,2,4,4,3,2,2,1,0,0,1,0,0,0,0,0
344,3,lookahead-2-zeros-4,lookahead-2-zeros,38,344,3,86,64,2,2,64,0,0,8,0,2,8,3,3,0,2,0,0,1,0,0,0,0,0
364,4,lookahead-2-zeros-4,lookahead-2-zeros,39,364,4,88,64,2,4,64,0,0,16,0,2,0,4,2,1,0,1,0,1,0,0,0,0,0
364,3,lookahead-2-zeros-4,lookahead-2-zeros,40,364,3,90,64,2,0,0,0,4,64,2,2,16,3,3,1,0,1,0,1,0,0,0,0,0
368,3,lookahead-2-zeros-4,lookahead-2-zeros,41,368,3,92,64,4,4,64,0,2,16,0,2,0,3,2,2,0,1,0,1,0,0,0,0,0
372,3,lookahead-2-zeros-4,lookahead-2-zeros,42,372,3,94,64,0,0,0,2,4,64,4,4,16,3,1,3,0,1,0,1,0,0,0,0,0
380,3,lookahead-2-zeros-4,lookahead-2-zeros,43,380,3,96,64,2,0,0,2,0,64,4,8,16,3,2,1,1,1,0,1,0,0,0,0,0
384,3,lookahead-2-zeros-4,lookahead-2-zeros,44,384,3,98,64,0,0,2,4,0,64,4,8,16,3,1,2,1,1,0,1,0,0,0,0,0
392,3,lookahead-2-zeros-4,lookahead-2-zeros,45,392,3,100,64,2,0,2,0,0,64,8,8,16,3,2,0,2,1,0,1,0,0,0,0,0
412,4,lookahead-2-zeros-4,lookahead-2-zeros,46,412,4,102,64,2,0,4,0,0,64,0,16,16,4,1,1,0,2,0,1,0,0,0,0,0
444,4,lookahead-2-zeros-4,lookahead-2-zeros,47,444,4,104,64,2,4,0,64,0,0,32,0,2,4,2,1,0,0,1,1,0,0,0,0,0
444,3,lookahead-2-zeros-4,lookahead-2-zeros,48,444,3,106,64,2,4,0,64,0,2,32,2,0,3,3,1,0,0,1,1,0,0,0,0,0
444,2,lookahead-2-zeros-4,lookahead-2-zeros,49,444,2,108,64,0,2,4,2,64,2,0,32,2,2,4,1,0,0,1,1,0,0,0,0,0
448,2,lookahead-2-zeros-4,lookahead-2-zeros,50,448,2,110,64,2,2,4,2,64,4,0,32,0,2,3,2,0,0,1,1,0,0,0,0,0
460,3,lookahead-2-zeros-4,lookahead-2-zeros,51,460,3,112,64,0,2,0,2,64,0,4,32,8,3,2,1,1,0,1,1,0,0,0,0,0
460,2,lookahead-2-zeros-4,lookahead-2-zeros,52,460,2,114,64,2,2,0,2,64,0,4,32,8,2,3,1,1,0,1,1,0,0,0,0,0
464,2,lookahead-2-zeros-4,lookahead-2-zeros,53,464,2,116,64,0,2,0,4,64,2,4,32,8,2,2,2,1,0,1,1,0,0,0,0,0
472,2,lookahead-2-zeros-4,lookahead-2-zeros,54,472,2,118,64,8,2,2,2,64,8,0,32,0,2,3,0,2,0,1,1,0,0,0,0,0
476,2,lookahead-2-zeros-4,lookahead-2-zeros,55,476,2,120,64,0,8,4,2,64,8,2,0,32,2,2,1,2,0,1,1,0,0,0,0,0
480,2,lookahead-2-zeros-4,lookahead-2-zeros,56,480,2,122,64,2,0,4,0,8,8,4,64,32,2,1,2,2,0,1,1,0,0,0,0,0
496,2,lookahead-2-zeros-4,lookahead-2-zeros,57,496,2,124,64,0,2,4,2,0,16,4,64,32,2,2,2,0,1,1,1,0,0,0,0,0
496,1,lookahead-2-zeros-4,lookahead-2-zeros,58,496,1,128,64,4,0,4,2,2,16,4,64,32,1,2,3,0,1,1,1,0,0,0,0,0
508,2,lookahead-2-zeros-4,lookahead-2-zeros,59,508,2,130,64,8,0,0,4,16,2,4,64,32,2,1,2,1,1,1,1,0,0,0,0,0
516,2,lookahead-2-zeros-4,lookahead-2-zeros,60,516,2,132,64,0,2,0,8,16,2,8,64,32,2,2,0,2,1,1,1,0,0,0,0,0
