x,y,line,algo,step,reward,zeros,sum,biggest,a0,a1,a2,a3,a4,a5,a6,a7,a8,cnt0,cnt2,cnt4,cnt8,cnt16,cnt32,cnt64,cnt128,cnt256,cnt512,cnt1024,cnt2048
68,4,reward-greedy-4,reward-greedy,13,68,4,34,16,0,0,4,2,8,4,0,0,16,4,1,2,1,1,0,0,0,0,0,0,0
76,4,reward-greedy-4,reward-greedy,14,76,4,36,16,2,8,8,0,2,16,0,0,0,4,2,0,2,1,0,0,0,0,0,0,0
92,4,reward-greedy-4,reward-greedy,15,92,4,38,16,2,16,0,2,16,0,0,0,2,4,3,0,0,2,0,0,0,0,0,0,0
128,5,reward-greedy-4,reward-greedy,16,128,5,40,32,0,0,0,2,0,0,4,32,2,5,2,1,0,0,1,0,0,0,0,0,0
128,4,reward-greedy-4,reward-greedy,17,128,4,42,32,0,2,0,2,0,0,4,32,2,4,3,1,0,0,1,0,0,0,0,0,0
128,3,reward-greedy-4,reward-greedy,18,128,3,44,32,2,0,0,2,2,0,4,32,2,3,4,1,0,0,1,0,0,0,0,0,0
132,3,reward-greedy-4,reward-greedy,19,132,3,46,32,2,2,0,4,0,0,4,32,2,3,3,2,0,0,1,0,0,0,0,0,0
140,3,reward-greedy-4,reward-greedy,20,140,3,48,32,2,2,2,8,32,2,0,0,0,3,4,0,1,0,1,0,0,0,0,0,0
144,3,reward-greedy-4,reward-greedy,21,144,3,50,32,4,2,0,8,32,2,0,2,0,3,3,1,1,0,1,0,0,0,0,0,0
144,2,reward-greedy-4,reward-greedy,22,144,2,52,32,0,4,2,8,32,2,0,2,2,2,4,1,1,0,1,0,0,0,0,0,0
148,2,reward-greedy-4,reward-greedy,23,148,2,56,32,0,4,2,8,32,2,4,0,4,2,2,3,1,0,1,0,0,0,0,0,0
156,2,reward-greedy-4,reward-greedy,24,156,2,58,32,0,4,2,8,32,2,2,0,8,2,3,1,2,0,1,0,0,0,0,0,0
160,2,reward-greedy-4,reward-greedy,25,160,2,62,32,8,4,4,2,32,8,0,4,0,2,1,3,2,0,1,0,0,0,0,0,0
168,2,reward-greedy-4,reward-greedy,26,168,2,64,32,8,8,0,2,32,8,4,0,2,2,2,1,3,0,1,0,0,0,0,0,0
184,2,reward-greedy-4,reward-greedy,27,184,2,66,32,2,0,16,2,32,8,0,4,2,2,3,1,1,1,1,0,0,0,0,0,0
188,2,reward-greedy-4,reward-greedy,28,188,2,68,32,4,32,16,0,4,8,2,0,2,2,2,2,1,1,1,0,0,0,0,0,0
192,2,reward-greedy-4,reward-greedy,29,192,2,70,32,4,32,16,0,4,8,2,0,4,2,1,3,1,1,1,0,0,0,0,0,0
192,1,reward-greedy-4,reward-greedy,30,192,1,72,32,4,32,16,4,8,2,2,4,0,1,2,3,1,1,1,0,0,0,0,0,0
200,1,reward-greedy-4,reward-greedy,31,200,1,74,32,8,32,16,2,8,2,2,4,0,1,3,1,2,1,1,0,0,0,0,0,0
204,1,reward-greedy-4,reward-greedy,32,204,1,76,32,2,32,0,8,8,16,4,4,2,1,2,2,2,1,1,0,0,0,0,0,0
228,2,reward-greedy-4,reward-greedy,33,228,2,78,32,2,2,32,0,16,16,0,8,2,2,3,0,1,2,1,0,0,0,0,0,0
264,3,reward-greedy-4,reward-greedy,34,264,3,80,32,4,32,2,32,0,0,8,2,0,3,2,1,1,0,2,0,0,0,0,0,0
264,2,reward-greedy-4,reward-greedy,35,264,2,82,32,4,32,2,32,2,2,8,0,0,2,3,1,1,0,2,0,0,0,0,0,0
268,2,reward-greedy-4,reward-greedy,36,268,2,84,32,4,0,0,32,32,2,8,2,4,2,2,2,1,0,2,0,0,0,0,0,0
332,2,reward-greedy-4,reward-greedy,37,332,2,86,64,4,0,2,64,2,0,8,2,4,2,3,2,1,0,0,1,0,0,0,0,0
336,2,reward-greedy-4,reward-greedy,38,336,2,90,64,4,4,2,64,4,4,8,0,0,2,1,4,1,0,0,1,0,0,0,0,0
352,3,reward-greedy-4,reward-greedy,39,352,3,92,64,2,8,2,0,64,8,0,0,8,3,2,0,3,0,0,1,0,0,0,0,0
368,3,reward-greedy-4,reward-greedy,40,368,3,94,64,2,8,2,2,64,16,0,0,0,3,3,0,1,1,0,1,0,0,0,0,0
372,3,reward-greedy-4,reward-greedy,41,372,3,96,64,0,0,2,0,8,2,4,64,16,3,2,1,1,1,0,1,0,0,0,0,0
376,3,reward-greedy-4,reward-greedy,42,376,3,98,64,0,0,0,2,8,4,4,64,16,3,1,2,1,1,0,1,0,0,0,0,0
376,2,reward-greedy-4,reward-greedy,43,376,2,100,64,0,0,2,2,8,4,4,64,16,2,2,2,1,1,0,1,0,0,0,0,0
376,1,reward-greedy-4,reward-greedy,44,376,1,102,64,2,8,2,4,64,4,0,2,16,1,3,2,1,1,0,1,0,0,0,0,0
376,0,reward-greedy-4,reward-greedy,45,376,0,104,64,2,8,2,4,64,4,2,2,16,0,4,2,1,1,0,1,0,0,0,0,0
380,0,reward-greedy-4,reward-greedy,46,380,0,106,64,2,8,2,4,64,4,4,16,2,0,3,3,1,1,0,1,0,0,0,0,0
388,0,reward-greedy-4,reward-greedy,47,388,0,108,64,2,8,2,8,64,4,2,16,2,0,4,1,2,1,0,1,0,0,0,0,0
0,6,reward-greedy-5,reward-greedy,0,0,6,8,4,0,0,0,0,2,0,2,0,4,6,2,1,0,0,0,0,0,0,0,0,0
0,5,reward-greedy-5,reward-greedy,1,0,5,10,4,2,0,0,0,0,0,2,2,4,5,3,1,0,0,0,0,0,0,0,0,0
4,5,reward-greedy-5,reward-greedy,2,4,5,12,4,0,0,0,2,0,0,4,2,4,5,2,2,0,0,0,0,0,0,0,0,0
4,4,reward-greedy-5,reward-greedy,3,4,4,14,4,2,2,4,4,0,0,0,2,0,4,3,2,0,0,0,0,0,0,0,0,0
8,4,reward-greedy-5,reward-greedy,4,8,4,16,4,0,0,2,2,0,0,4,4,4,4,2,3,0,0,0,0,0,0,0,0,0
16,4,reward-greedy-5,reward-greedy,5,16,4,18,8,2,0,0,2,2,0,8,4,0,4,3,1,1,0,0,0,0,0,0,0,0
20,4,reward-greedy-5,reward-greedy,6,20,4,20,8,2,0,2,0,0,4,0,8,4,4,2,2,1,0,0,0,0,0,0,0,0
28,4,reward-greedy-5,reward-greedy,7,28,4,22,8,0,0,0,2,0,2,2,8,8,4,3,0,2,0,0,0,0,0,0,0,0
48,5,reward-greedy-5,reward-greedy,8,48,5,24,16,2,0,0,0,0,4,0,2,16,5,2,1,0,1,0,0,0,0,0,0,0
48,4,reward-greedy-5,reward-greedy,9,48,4,26,16,2,2,4,0,2,16,0,0,0,4,3,1,0,1,0,0,0,0,0,0,0
52,4,reward-greedy-5,reward-greedy,10,52,4,28,16,2,4,4,2,0,16,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0
60,4,reward-greedy-5,reward-greedy,11,60,4,30,16,2,8,0,2,16,0,0,2,0,4,3,0,1,1,0,0,0,0,0,0,0
64,4,reward-greedy-5,reward-greedy,12,64,4,32,16,4,8,0,0,16,2,0,2,0,4,2,1,1,1,0,0,0,0,0,0,0
64,3,reward-greedy-5,reward-greedy,13,64,3,34,16,0,4,8,2,16,2,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0
68,3,reward-greedy-5,reward-greedy,14,68,3,36,16,2,4,8,2,16,4,0,0,0,3,2,2,1,1,0,0,0,0,0,0,0
72,3,reward-greedy-5,reward-greedy,15,72,3,38,16,4,4,8,2,16,4,0,0,0,3,1,3,1,1,0,0,0,0,0,0,0
80,3,reward-greedy-5,reward-greedy,16,80,3,40,16,0,8,8,2,16,4,2,0,0,3,2,1,2,1,0,0,0,0,0,0,0
96,3,reward-greedy-5,reward-greedy,17,96,3,42,16,0,2,16,2,16,4,0,0,2,3,3,1,0,2,0,0,0,0,0,0,0
96,2,reward-greedy-5,reward-greedy,18,96,2,44,16,2,16,0,2,16,4,2,0,2,2,4,1,0,2,0,0,0,0,0,0,0
132,3,reward-greedy-5,reward-greedy,19,132,3,46,32,4,32,4,2,0,2,0,0,2,3,3,2,0,0,1,0,0,0,0,0,0
136,3,reward-greedy-5,reward-greedy,20,136,3,48,32,4,32,4,0,2,4,0,0,2,3,2,3,0,0,1,0,0,0,0,0,0
144,3,reward-greedy-5,reward-greedy,21,144,3,52,32,4,32,8,4,2,2,0,0,0,3,2,2,1,0,1,0,0,0,0,0,0
152,3,reward-greedy-5,reward-greedy,22,152,3,54,32,8,32,8,0,2,2,2,0,0,3,3,0,2,0,1,0,0,0,0,0,0
156,3,reward-greedy-5,reward-greedy,23,156,3,56,32,8,32,8,4,0,0,2,2,0,3,2,1,2,0,1,0,0,0,0,0,0
160,3,reward-greedy-5,reward-greedy,24,160,3,60,32,8,32,8,4,0,4,0,0,4,3,0,3,2,0,1,0,0,0,0,0,0
168,3,reward-greedy-5,reward-greedy,25,168,3,62,32,8,32,8,0,2,8,0,0,4,3,1,1,3,0,1,0,0,0,0,0,0
184,3,reward-greedy-5,reward-greedy,26,184,3,64,32,8,32,16,0,2,4,0,0,2,3,2,1,1,1,1,0,0,0,0,0,0
184,2,reward-greedy-5,reward-greedy,27,184,2,66,32,0,2,16,0,32,4,8,2,2,2,3,1,1,1,1,0,0,0,0,0,0
188,2,reward-greedy-5,reward-greedy,28,188,2,68,32,2,16,0,32,4,2,8,4,0,2,2,2,1,1,1,0,0,0,0,0,0
196,2,reward-greedy-5,reward-greedy,29,196,2,70,32,2,0,0,32,16,2,8,8,2,2,3,0,2,1,1,0,0,0,0,0,0
212,2,reward-greedy-5,reward-greedy,30,212,2,74,32,2,0,4,32,16,2,16,2,0,2,3,1,0,2,1,0,0,0,0,0,0
212,1,reward-greedy-5,reward-greedy,31,212,1,78,32,0,2,4,32,16,2,4,16,2,1,3,2,0,2,1,0,0,0,0,0,0
248,2,reward-greedy-5,reward-greedy,32,248,2,80,32,0,2,0,32,2,4,4,32,4,2,2,3,0,0,2,0,0,0,0,0,0
260,3,reward-greedy-5,reward-greedy,33,260,3,82,32,0,0,2,32,4,0,4,32,8,3,1,2,1,0,2,0,0,0,0,0,0
260,2,reward-greedy-5,reward-greedy,34,260,2,84,32,2,2,0,32,4,0,4,32,8,2,2,2,1,0,2,0,0,0,0,0,0
264,2,reward-greedy-5,reward-greedy,35,264,2,86,32,0,2,4,0,32,4,4,32,8,2,1,3,1,0,2,0,0,0,0,0,0
336,3,reward-greedy-5,reward-greedy,36,336,3,88,64,0,0,2,0,2,8,4,64,8,3,2,1,2,0,0,1,0,0,0,0,0
352,3,reward-greedy-5,reward-greedy,37,352,3,90,64,4,2,2,0,64,16,2,0,0,3,3,1,0,1,0,1,0,0,0,0,0
356,3,reward-greedy-5,reward-greedy,38,356,3,92,64,4,4,2,64,16,0,2,0,0,3,2,2,0,1,0,1,0,0,0,0,0
364,3,reward-greedy-5,reward-greedy,39,364,3,94,64,0,8,2,2,64,16,0,0,2,3,3,0,1,1,0,1,0,0,0,0,0
364,2,reward-greedy-5,reward-greedy,40,364,2,96,64,0,8,2,2,64,16,2,0,2,2,4,0,1,1,0,1,0,0,0,0,0
368,2,reward-greedy-5,reward-greedy,41,368,2,98,64,0,0,2,2,8,16,4,64,2,2,3,1,1,1,0,1,0,0,0,0,0
368,1,reward-greedy-5,reward-greedy,42,368,1,100,64,2,8,2,4,64,16,2,0,2,1,4,1,1,1,0,1,0,0,0,0,0
372,1,reward-greedy-5,reward-greedy,43,372,1,102,64,2,8,2,4,64,16,4,0,2,1,3,2,1,1,0,1,0,0,0,0,0
380,1,reward-greedy-5,reward-greedy,44,380,1,104,64,2,0,2,2,8,16,8,64,2,1,4,0,2,1,0,1,0,0,0,0,0
384,1,reward-greedy-5,reward-greedy,45,384,1,108,64,4,8,2,8,64,16,0,4,2,1,2,2,2,1,0,1,0,0,0,0,0
384,0,reward-greedy-5,reward-greedy,46,384,0,110,64,4,8,2,8,64,16,2,4,2,0,3,2,2,1,0,1,0,0,0,0,0
0,6,reward-greedy-6,reward-greedy,0,0,6,8,4,0,2,0,0,0,4,0,0,2,6,2,1,0,0,0,0,0,0,0,0,0
0,5,reward-greedy-6,reward-greedy,1,0,5,10,4,2,0,0,4,0,0,2,2,0,5,3,1,0,0,0,0,0,0,0,0,0
4,5,reward-greedy-6,reward-greedy,2,4,5,12,4,2,0,0,4,0,2,4,0,0,5,2,2,0,0,0,0,0,0,0,0,0
12,5,reward-greedy-6,reward-greedy,3,12,5,14,8,2,0,2,8,2,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0
16,5,reward-greedy-6,reward-greedy,4,16,5,16,8,2,0,4,0,8,2,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0
16,4,reward-greedy-6,reward-greedy,5,16,4,18,8,0,2,4,0,8,2,0,0,2,4,3,1,1,0,0,0,0,0,0,0,0
20,4,reward-greedy-6,reward-greedy,6,20,4,20,8,0,2,4,0,8,4,2,0,0,4,2,2,1,0,0,0,0,0,0,0,0
28,4,reward-greedy-6,reward-greedy,7,28,4,22,8,0,0,2,0,2,0,2,8,8,4,3,0,2,0,0,0,0,0,0,0,0
44,4,reward-greedy-6,reward-greedy,8,44,4,24,16,2,0,0,2,0,2,2,16,0,4,4,0,0,1,0,0,0,0,0,0,0
48,4,reward-greedy-6,reward-greedy,9,48,4,26,16,4,16,2,2,0,0,0,0,2,4,3,1,0,1,0,0,0,0,0,0,0
52,4,reward-greedy-6,reward-greedy,10,52,4,28,16,4,16,4,2,0,0,0,2,0,4,2,2,0,1,0,0,0,0,0,0,0
52,3,reward-greedy-6,reward-greedy,11,52,3,30,16,4,16,4,0,0,2,2,0,2,3,3,2,0,1,0,0,0,0,0,0,0
56,3,reward-greedy-6,reward-greedy,12,56,3,32,16,4,16,4,2,0,4,0,0,2,3,2,3,0,1,0,0,0,0,0,0,0
64,3,reward-greedy-6,reward-greedy,13,64,3,34,16,0,2,0,4,0,8,2,16,2,3,3,1,1,1,0,0,0,0,0,0,0
64,2,reward-greedy-6,reward-greedy,14,64,2,36,16,2,2,0,4,8,0,2,16,2,2,4,1,1,1,0,0,0,0,0,0,0
68,2,reward-greedy-6,reward-greedy,15,68,2,38,16,0,2,4,0,4,8,2,16,2,2,3,2,1,1,0,0,0,0,0,0,0
68,1,reward-greedy-6,reward-greedy,16,68,1,40,16,2,2,4,0,4,8,2,16,2,1,4,2,1,1,0,0,0,0,0,0,0
72,1,reward-greedy-6,reward-greedy,17,72,1,42,16,4,4,2,4,8,0,2,16,2,1,3,3,1,1,0,0,0,0,0,0,0
84,2,reward-greedy-6,reward-greedy,18,84,2,44,16,8,4,4,2,8,2,0,16,0,2,2,2,2,1,0,0,0,0,0,0,0
92,2,reward-greedy-6,reward-greedy,19,92,2,46,16,0,8,8,2,8,2,0,2,16,2,3,0,3,1,0,0,0,0,0,0,0
108,2,reward-greedy-6,reward-greedy,20,108,2,48,16,0,2,16,2,8,2,0,2,16,2,4,0,1,2,0,0,0,0,0,0,0
108,1,reward-greedy-6,reward-greedy,21,108,1,50,16,2,2,16,0,8,2,2,2,16,1,5,0,1,2,0,0,0,0,0,0,0
116,2,reward-greedy-6,reward-greedy,22,116,2,52,16,0,4,16,0,8,2,2,4,16,2,2,2,1,2,0,0,0,0,0,0,0
116,1,reward-greedy-6,reward-greedy,23,116,1,54,16,2,4,16,0,8,2,2,4,16,1,3,2,1,2,0,0,0,0,0,0,0
120,1,reward-greedy-6,reward-greedy,24,120,1,56,16,0,4,16,2,8,2,4,4,16,1,2,3,1,2,0,0,0,0,0,0,0
128,1,reward-greedy-6,reward-greedy,25,128,1,58,16,2,4,16,2,8,2,0,8,16,1,3,1,2,2,0,0,0,0,0,0,0
148,2,reward-greedy-6,reward-greedy,26,148,2,60,16,4,4,16,0,16,2,2,0,16,2,2,2,0,3,0,0,0,0,0,0,0
156,2,reward-greedy-6,reward-greedy,27,156,2,62,16,8,16,0,16,2,2,2,16,0,2,3,0,1,3,0,0,0,0,0,0,0
160,2,reward-greedy-6,reward-greedy,28,160,2,64,16,8,16,0,16,4,2,2,16,0,2,2,1,1,3,0,0,0,0,0,0,0
160,1,reward-greedy-6,reward-greedy,29,160,1,66,16,8,16,2,16,4,0,2,16,2,1,3,1,1,3,0,0,0,0,0,0,0
164,1,reward-greedy-6,reward-greedy,30,164,1,68,16,8,16,0,16,4,2,2,16,4,1,2,2,1,3,0,0,0,0,0,0,0
164,0,reward-greedy-6,reward-greedy,31,164,0,72,16,8,16,4,16,4,2,2,16,4,0,2,3,1,3,0,0,0,0,0,0,0
0,6,reward-greedy-7,reward-greedy,0,0,6,6,2,2,0,2,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0,0,0,0
4,6,reward-greedy-7,reward-greedy,1,4,6,8,4,0,0,4,2,0,0,0,0,2,6,2,1,0,0,0,0,0,0,0,0,0
4,5,reward-greedy-7,reward-greedy,2,4,5,10,4,0,2,0,0,0,4,2,0,2,5,3,1,0,0,0,0,0,0,0,0,0
8,5,reward-greedy-7,reward-greedy,3,8,5,12,4,2,0,0,4,0,0,4,2,0,5,2,2,0,0,0,0,0,0,0,0,0
16,5,reward-greedy-7,reward-greedy,4,16,5,14,8,2,0,0,2,0,0,8,2,0,5,3,0,1,0,0,0,0,0,0,0,0
20,5,reward-greedy-7,reward-greedy,5,20,5,16,8,4,2,0,8,0,0,0,0,2,5,2,1,1,0,0,0,0,0,0,0,0
20,4,reward-greedy-7,reward-greedy,6,20,4,18,8,0,4,2,0,0,8,0,2,2,4,3,1,1,0,0,0,0,0,0,0,0
24,4,reward-greedy-7,reward-greedy,7,24,4,20,8,0,4,2,0,0,8,2,0,4,4,2,2,1,0,0,0,0,0,0,0,0
24,3,reward-greedy-7,reward-greedy,8,24,3,22,8,2,0,2,0,0,8,2,4,4,3,3,2,1,0,0,0,0,0,0,0,0
36,4,reward-greedy-7,reward-greedy,9,36,4,24,8,4,0,0,8,0,2,2,8,0,4,2,1,2,0,0,0,0,0,0,0,0
36,3,reward-greedy-7,reward-greedy,10,36,3,28,8,4,8,2,8,0,4,2,0,0,3,2,2,2,0,0,0,0,0,0,0,0
36,2,reward-greedy-7,reward-greedy,11,36,2,30,8,4,2,0,8,0,2,2,8,4,2,3,2,2,0,0,0,0,0,0,0,0
36,1,reward-greedy-7,reward-greedy,12,36,1,32,8,4,2,0,8,2,2,2,8,4,1,4,2,2,0,0,0,0,0,0,0,0
40,1,reward-greedy-7,reward-greedy,13,40,1,34,8,2,4,2,0,8,4,2,8,4,1,3,3,2,0,0,0,0,0,0,0,0
68,3,reward-greedy-7,reward-greedy,14,68,3,36,16,0,2,0,0,4,2,4,16,8,3,2,2,1,1,0,0,0,0,0,0,0
68,2,reward-greedy-7,reward-greedy,15,68,2,38,16,0,2,2,0,4,2,4,16,8,2,3,2,1,1,0,0,0,0,0,0,0
72,2,reward-greedy-7,reward-greedy,16,72,2,40,16,0,2,0,2,4,4,4,16,8,2,2,3,1,1,0,0,0,0,0,0,0
80,2,reward-greedy-7,reward-greedy,17,80,2,42,16,0,2,2,0,2,8,4,16,8,2,3,1,2,1,0,0,0,0,0,0,0
100,3,reward-greedy-7,reward-greedy,18,100,3,44,16,4,4,2,0,16,16,0,2,0,3,2,2,0,2,0,0,0,0,0,0,0
140,4,reward-greedy-7,reward-greedy,19,140,4,46,32,0,8,2,0,2,32,0,0,2,4,3,0,1,0,1,0,0,0,0,0,0
140,3,reward-greedy-7,reward-greedy,20,140,3,48,32,2,8,2,0,2,32,0,0,2,3,4,0,1,0,1,0,0,0,0,0,0
140,2,reward-greedy-7,reward-greedy,21,140,2,50,32,2,8,2,2,2,32,0,0,2,2,5,0,1,0,1,0,0,0,0,0,0
144,2,reward-greedy-7,reward-greedy,22,144,2,52,32,2,8,2,4,32,0,2,0,2,2,4,1,1,0,1,0,0,0,0,0,0
148,2,reward-greedy-7,reward-greedy,23,148,2,56,32,2,8,2,0,4,32,0,4,4,2,2,3,1,0,1,0,0,0,0,0,0
156,2,reward-greedy-7,reward-greedy,24,156,2,58,32,0,2,2,0,8,32,2,8,4,2,3,1,2,0,1,0,0,0,0,0,0
172,2,reward-greedy-7,reward-greedy,25,172,2,60,32,0,2,2,0,2,32,2,16,4,2,4,1,0,1,1,0,0,0,0,0,0
176,2,reward-greedy-7,reward-greedy,26,176,2,62,32,0,2,2,0,4,32,2,16,4,2,3,2,0,1,1,0,0,0,0,0,0
180,2,reward-greedy-7,reward-greedy,27,180,2,64,32,4,2,0,4,32,0,2,16,4,2,2,3,0,1,1,0,0,0,0,0,0
188,2,reward-greedy-7,reward-greedy,28,188,2,66,32,2,2,0,8,32,0,2,16,4,2,3,1,1,1,1,0,0,0,0,0,0
192,2,reward-greedy-7,reward-greedy,29,192,2,70,32,4,4,0,8,32,0,2,16,4,2,1,3,1,1,1,0,0,0,0,0,0
200,2,reward-greedy-7,reward-greedy,30,200,2,72,32,8,0,2,8,32,0,2,16,4,2,2,1,2,1,1,0,0,0,0,0,0
216,2,reward-greedy-7,reward-greedy,31,216,2,74,32,0,2,0,16,32,2,2,16,4,2,3,1,0,2,1,0,0,0,0,0,0
216,1,reward-greedy-7,reward-greedy,32,216,1,76,32,2,2,0,16,32,2,2,16,4,1,4,1,0,2,1,0,0,0,0,0,0
220,1,reward-greedy-7,reward-greedy,33,220,1,78,32,2,0,4,16,32,2,2,16,4,1,3,2,0,2,1,0,0,0,0,0,0
220,0,reward-greedy-7,reward-greedy,34,220,0,80,32,2,2,4,16,32,2,2,16,4,0,4,2,0,2,1,0,0,0,0,0,0
224,0,reward-greedy-7,reward-greedy,35,224,0,82,32,2,4,4,16,32,2,2,16,4,0,3,3,0,2,1,0,0,0,0,0,0
232,0,reward-greedy-7,reward-greedy,36,232,0,84,32,2,2,8,16,32,2,2,16,4,0,4,1,1,2,1,0,0,0,0,0,0
236,0,reward-greedy-7,reward-greedy,37,236,0,86,32,4,8,2,16,32,2,2,16,4,0,3,2,1,2,1,0,0,0,0,0,0
240,0,reward-greedy-7,reward-greedy,38,240,0,90,32,4,8,4,16,32,4,2,16,4,0,1,4,1,2,1,0,0,0,0,0,0
248,0,reward-greedy-7,reward-greedy,39,248,0,92,32,4,8,2,16,32,4,2,16,8,0,2,2,2,2,1,0,0,0,0,0,0
4,7,reward-greedy-8,reward-greedy,0,4,7,6,4,0,0,0,2,0,0,0,4,0,7,1,1,0,0,0,0,0,0,0,0,0
4,6,reward-greedy-8,reward-greedy,1,4,6,8,4,0,0,2,0,0,0,2,4,0,6,2,1,0,0,0,0,0,0,0,0,0
4,5,reward-greedy-8,reward-greedy,2,4,5,10,4,2,0,0,0,2,0,2,4,0,5,3,1,0,0,0,0,0,0,0,0,0
8,5,reward-greedy-8,reward-greedy,3,8,5,12,4,4,2,0,0,4,0,0,2,0,5,2,2,0,0,0,0,0,0,0,0,0
8,4,reward-greedy-8,reward-greedy,4,8,4,14,4,0,2,0,0,4,2,4,2,0,4,3,2,0,0,0,0,0,0,0,0,0
8,3,reward-greedy-8,reward-greedy,5,8,3,18,4,0,4,2,0,4,2,0,4,2,3,3,3,0,0,0,0,0,0,0,0,0
20,4,reward-greedy-8,reward-greedy,6,20,4,20,8,2,0,0,0,4,2,0,8,4,4,2,2,1,0,0,0,0,0,0,0,0
20,3,reward-greedy-8,reward-greedy,7,20,3,22,8,2,4,2,2,8,4,0,0,0,3,3,2,1,0,0,0,0,0,0,0,0
24,3,reward-greedy-8,reward-greedy,8,24,3,24,8,4,4,2,0,8,4,0,0,2,3,2,3,1,0,0,0,0,0,0,0,0
32,3,reward-greedy-8,reward-greedy,9,32,3,26,8,0,8,2,2,8,4,0,0,2,3,3,1,2,0,0,0,0,0,0,0,0
48,3,reward-greedy-8,reward-greedy,10,48,3,28,16,0,0,2,0,2,4,2,16,2,3,4,1,0,1,0,0,0,0,0,0,0
48,2,reward-greedy-8,reward-greedy,11,48,2,30,16,2,0,2,0,2,4,2,16,2,2,5,1,0,1,0,0,0,0,0,0,0
52,2,reward-greedy-8,reward-greedy,12,52,2,32,16,4,0,2,2,4,0,2,16,2,2,4,2,0,1,0,0,0,0,0,0,0
60,3,reward-greedy-8,reward-greedy,13,60,3,34,16,4,4,4,4,16,0,2,0,0,3,1,4,0,1,0,0,0,0,0,0,0
68,3,reward-greedy-8,reward-greedy,14,68,3,36,16,0,0,2,8,4,0,2,16,4,3,2,2,1,1,0,0,0,0,0,0,0
68,2,reward-greedy-8,reward-greedy,15,68,2,38,16,8,4,2,2,16,4,0,0,2,2,3,2,1,1,0,0,0,0,0,0,0
68,1,reward-greedy-8,reward-greedy,16,68,1,40,16,2,0,2,8,4,4,2,16,2,1,4,2,1,1,0,0,0,0,0,0,0
80,2,reward-greedy-8,reward-greedy,17,80,2,42,16,4,2,0,8,8,0,2,16,2,2,3,1,2,1,0,0,0,0,0,0,0
96,2,reward-greedy-8,reward-greedy,18,96,2,44,16,2,4,2,0,0,16,2,16,2,2,4,1,0,2,0,0,0,0,0,0,0
100,2,reward-greedy-8,reward-greedy,19,100,2,48,16,4,4,2,4,16,16,0,0,2,2,2,3,0,2,0,0,0,0,0,0,0
140,3,reward-greedy-8,reward-greedy,20,140,3,50,32,8,2,0,4,32,0,2,0,2,3,3,1,1,0,1,0,0,0,0,0,0
144,3,reward-greedy-8,reward-greedy,21,144,3,52,32,0,8,2,0,4,32,2,0,4,3,2,2,1,0,1,0,0,0,0,0,0
144,2,reward-greedy-8,reward-greedy,22,144,2,54,32,8,2,0,4,32,0,2,4,2,2,3,2,1,0,1,0,0,0,0,0,0
144,1,reward-greedy-8,reward-greedy,23,144,1,56,32,8,2,2,4,32,0,2,4,2,1,4,2,1,0,1,0,0,0,0,0,0
148,1,reward-greedy-8,reward-greedy,24,148,1,58,32,0,8,4,2,4,32,2,4,2,1,3,3,1,0,1,0,0,0,0,0,0
160,2,reward-greedy-8,reward-greedy,25,160,2,62,32,4,0,4,0,8,32,4,8,2,2,1,3,2,0,1,0,0,0,0,0,0
184,3,reward-greedy-8,reward-greedy,26,184,3,64,32,0,0,4,0,2,32,8,16,2,3,2,1,1,1,1,0,0,0,0,0,0
184,2,reward-greedy-8,reward-greedy,27,184,2,66,32,2,0,4,0,2,32,8,16,2,2,3,1,1,1,1,0,0,0,0,0,0
184,1,reward-greedy-8,reward-greedy,28,184,1,68,32,0,2,4,2,2,32,8,16,2,1,4,1,1,1,1,0,0,0,0,0,0
188,1,reward-greedy-8,reward-greedy,29,188,1,70,32,2,4,4,8,16,32,0,2,2,1,3,2,1,1,1,0,0,0,0,0,0
200,2,reward-greedy-8,reward-greedy,30,200,2,72,32,2,8,0,8,16,32,4,2,0,2,2,1,2,1,1,0,0,0,0,0,0
200,1,reward-greedy-8,reward-greedy,31,200,1,74,32,2,8,2,8,16,32,4,2,0,1,3,1,2,1,1,0,0,0,0,0,0
200,0,reward-greedy-8,reward-greedy,32,200,0,76,32,2,8,2,8,16,32,2,4,2,0,4,1,2,1,1,0,0,0,0,0,0
0,6,reward-greedy-9,reward-greedy,0,0,6,6,2,0,0,0,0,2,0,0,2,2,6,3,0,0,0,0,0,0,0,0,0,0
4,6,reward-greedy-9,reward-greedy,1,4,6,8,4,0,0,0,0,2,2,0,0,4,6,2,1,0,0,0,0,0,0,0,0,0
8,6,reward-greedy-9,reward-greedy,2,8,6,10,4,0,0,0,0,2,4,0,0,4,6,1,2,0,0,0,0,0,0,0,0,0
16,6,reward-greedy-9,reward-greedy,3,16,6,14,8,0,0,0,0,4,0,0,2,8,6,1,1,1,0,0,0,0,0,0,0,0
16,5,reward-greedy-9,reward-greedy,4,16,5,16,8,0,0,0,0,2,4,0,2,8,5,2,1,1,0,0,0,0,0,0,0,0
