x,y,line,algo,step,reward,zeros,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,cnt0,cnt2,cnt4,cnt8,cnt16,cnt32,cnt64,cnt128,cnt256,cnt512,cnt1024,cnt2048
7012,3,lookahead-3-zeros-0,lookahead-3-zeros,470,7012,3,16,2,0,2,2,64,128,8,8,32,256,0,512,8,2,0,3,4,0,3,1,1,1,1,1,1,0,0
7016,3,lookahead-3-zeros-0,lookahead-3-zeros,471,7016,3,0,0,16,4,2,64,128,8,0,8,32,256,2,512,8,2,3,3,1,3,1,1,1,1,1,1,0,0
7020,3,lookahead-3-zeros-0,lookahead-3-zeros,472,7020,3,2,0,16,4,0,64,128,8,0,8,32,256,4,512,8,2,3,2,2,3,1,1,1,1,1,1,0,0
7020,2,lookahead-3-zeros-0,lookahead-3-zeros,473,7020,2,0,0,16,4,2,64,128,8,2,8,32,256,4,512,8,2,2,3,2,3,1,1,1,1,1,1,0,0
7024,2,lookahead-3-zeros-0,lookahead-3-zeros,474,7024,2,0,0,16,4,2,64,128,8,4,8,32,256,4,512,8,2,2,2,3,3,1,1,1,1,1,1,0,0
7032,2,lookahead-3-zeros-0,lookahead-3-zeros,475,7032,2,2,64,16,4,8,8,128,8,0,512,32,256,0,2,8,2,2,3,1,4,1,1,1,1,1,1,0,0
7048,2,lookahead-3-zeros-0,lookahead-3-zeros,476,7048,2,2,64,16,4,0,16,128,8,0,512,32,256,2,2,8,2,2,4,1,2,2,1,1,1,1,1,0,0
7052,2,lookahead-3-zeros-0,lookahead-3-zeros,477,7052,2,2,64,16,4,0,16,128,8,4,512,32,256,0,4,8,2,2,2,3,2,2,1,1,1,1,1,0,0
7052,1,lookahead-3-zeros-0,lookahead-3-zeros,478,7052,1,0,64,16,4,2,16,128,8,2,512,32,256,4,4,8,2,1,3,3,2,2,1,1,1,1,1,0,0
7060,1,lookahead-3-zeros-0,lookahead-3-zeros,479,7060,1,64,16,4,0,2,16,128,8,2,512,32,256,8,8,2,2,1,4,1,3,2,1,1,1,1,1,0,0
7096,2,lookahead-3-zeros-0,lookahead-3-zeros,480,7096,2,64,32,4,8,4,512,128,256,8,8,32,2,0,2,2,0,2,3,2,3,0,2,1,1,1,1,0,0
7116,3,lookahead-3-zeros-0,lookahead-3-zeros,481,7116,3,64,32,4,8,4,512,128,256,16,32,2,0,4,0,4,0,3,1,4,1,1,2,1,1,1,1,0,0
7124,3,lookahead-3-zeros-0,lookahead-3-zeros,482,7124,3,64,32,4,8,4,512,128,256,16,32,2,0,8,0,2,0,3,2,2,2,1,2,1,1,1,1,0,0
7128,3,lookahead-3-zeros-0,lookahead-3-zeros,483,7128,3,64,2,0,0,4,32,4,0,16,512,128,8,8,32,4,256,3,1,3,2,1,2,1,1,1,1,0,0
7128,2,lookahead-3-zeros-0,lookahead-3-zeros,484,7128,2,64,2,0,2,4,32,4,0,16,512,128,8,8,32,4,256,2,2,3,2,1,2,1,1,1,1,0,0
7132,2,lookahead-3-zeros-0,lookahead-3-zeros,485,7132,2,0,2,64,4,0,4,32,4,16,512,128,8,8,32,4,256,2,1,4,2,1,2,1,1,1,1,0,0
7140,2,lookahead-3-zeros-0,lookahead-3-zeros,486,7140,2,0,2,64,2,0,4,32,8,16,512,128,8,8,32,4,256,2,2,2,3,1,2,1,1,1,1,0,0
7156,2,lookahead-3-zeros-0,lookahead-3-zeros,487,7156,2,0,2,64,4,0,4,32,2,16,512,128,16,8,32,4,256,2,2,3,1,2,2,1,1,1,1,0,0
7156,1,lookahead-3-zeros-0,lookahead-3-zeros,488,7156,1,0,2,64,4,2,4,32,2,16,512,128,16,8,32,4,256,1,3,3,1,2,2,1,1,1,1,0,0
7156,0,lookahead-3-zeros-0,lookahead-3-zeros,489,7156,0,2,64,4,2,2,4,32,2,16,512,128,16,8,32,4,256,0,4,3,1,2,2,1,1,1,1,0,0
7164,1,lookahead-3-zeros-0,lookahead-3-zeros,490,7164,1,2,64,4,0,4,4,32,4,16,512,128,16,8,32,4,256,1,1,5,1,2,2,1,1,1,1,0,0
7172,1,lookahead-3-zeros-0,lookahead-3-zeros,491,7172,1,2,2,64,4,0,8,32,4,16,512,128,16,8,32,4,256,1,2,3,2,2,2,1,1,1,1,0,0
7176,1,lookahead-3-zeros-0,lookahead-3-zeros,492,7176,1,2,4,64,4,0,8,32,4,16,512,128,16,8,32,4,256,1,1,4,2,2,2,1,1,1,1,0,0
7176,0,lookahead-3-zeros-0,lookahead-3-zeros,493,7176,0,2,4,64,4,2,8,32,4,16,512,128,16,8,32,4,256,0,2,4,2,2,2,1,1,1,1,0,0
7188,1,lookahead-3-zeros-0,lookahead-3-zeros,494,7188,1,4,4,64,8,16,8,32,16,8,512,128,256,2,32,4,0,1,1,3,3,2,2,1,1,1,1,0,0
7196,1,lookahead-3-zeros-0,lookahead-3-zeros,495,7196,1,2,8,64,8,16,8,32,16,8,512,128,256,0,2,32,4,1,2,1,4,2,2,1,1,1,1,0,0
7196,0,lookahead-3-zeros-0,lookahead-3-zeros,496,7196,0,2,8,64,8,16,8,32,16,8,512,128,256,2,32,4,2,0,3,1,4,2,2,1,1,1,1,0,0
7212,0,lookahead-3-zeros-0,lookahead-3-zeros,497,7212,0,2,4,64,8,16,16,32,16,8,512,128,256,2,32,4,2,0,3,2,2,3,2,1,1,1,1,0,0
7244,0,lookahead-3-zeros-0,lookahead-3-zeros,498,7244,0,2,4,64,8,2,32,32,16,8,512,128,256,2,32,4,2,0,4,2,2,1,3,1,1,1,1,0,0
7248,0,lookahead-3-zeros-0,lookahead-3-zeros,499,7248,0,4,4,64,8,8,32,32,16,2,512,128,256,2,32,4,2,0,3,3,2,1,3,1,1,1,1,0,0
7320,1,lookahead-3-zeros-0,lookahead-3-zeros,500,7320,1,2,8,64,8,0,8,64,16,2,512,128,256,2,32,4,2,1,4,1,3,1,1,2,1,1,1,0,0
7468,3,lookahead-3-zeros-0,lookahead-3-zeros,501,7468,3,4,16,128,8,2,512,128,16,0,32,4,256,0,0,2,2,3,3,2,1,2,1,0,2,1,1,0,0
7472,3,lookahead-3-zeros-0,lookahead-3-zeros,502,7472,3,4,16,128,8,2,512,128,16,0,32,4,256,2,0,0,4,3,2,3,1,2,1,0,2,1,1,0,0
7732,4,lookahead-3-zeros-0,lookahead-3-zeros,503,7732,4,0,0,0,8,2,16,0,16,4,512,256,256,4,32,4,4,4,1,4,1,2,1,0,0,2,1,0,0
8284,6,lookahead-3-zeros-0,lookahead-3-zeros,504,8284,6,2,0,0,8,0,0,2,32,0,4,512,512,0,4,32,8,6,2,2,2,0,2,0,0,0,2,0,0
8292,6,lookahead-3-zeros-0,lookahead-3-zeros,505,8292,6,0,0,0,8,0,0,2,32,0,2,512,512,2,8,32,8,6,3,0,3,0,2,0,0,0,2,0,0
9316,6,lookahead-3-zeros-0,lookahead-3-zeros,506,9316,6,0,0,0,8,0,4,2,32,0,0,2,1024,2,8,32,8,6,3,1,3,0,2,0,0,0,0,1,0
9320,6,lookahead-3-zeros-0,lookahead-3-zeros,507,9320,6,2,4,4,8,0,8,32,32,0,2,0,1024,0,0,0,8,6,2,2,3,0,2,0,0,0,0,1,0
9392,7,lookahead-3-zeros-0,lookahead-3-zeros,508,9392,7,0,2,8,8,0,0,8,64,2,0,2,1024,0,0,0,8,7,3,0,4,0,0,1,0,0,0,1,0
9408,7,lookahead-3-zeros-0,lookahead-3-zeros,509,9408,7,2,2,16,8,0,0,2,64,0,0,2,1024,0,0,0,8,7,4,0,2,1,0,1,0,0,0,1,0
9412,7,lookahead-3-zeros-0,lookahead-3-zeros,510,9412,7,0,0,0,8,2,0,0,64,0,0,16,1024,2,2,4,8,7,3,1,2,1,0,1,0,0,0,1,0
9416,7,lookahead-3-zeros-0,lookahead-3-zeros,511,9416,7,0,0,0,8,0,0,2,64,0,2,16,1024,0,4,4,8,7,2,2,2,1,0,1,0,0,0,1,0
9424,7,lookahead-3-zeros-0,lookahead-3-zeros,512,9424,7,8,2,0,0,2,64,0,0,2,16,1024,0,8,8,0,0,7,3,0,3,1,0,1,0,0,0,1,0
9428,7,lookahead-3-zeros-0,lookahead-3-zeros,513,9428,7,0,2,0,0,8,64,0,0,4,16,0,0,8,8,1024,2,7,2,1,3,1,0,1,0,0,0,1,0
9444,7,lookahead-3-zeros-0,lookahead-3-zeros,514,9444,7,2,0,0,0,8,64,2,0,4,16,0,0,16,1024,2,0,7,3,1,1,2,0,1,0,0,0,1,0
9448,7,lookahead-3-zeros-0,lookahead-3-zeros,515,9448,7,2,0,0,0,8,64,2,0,4,16,0,0,16,1024,4,0,7,2,2,1,2,0,1,0,0,0,1,0
9448,6,lookahead-3-zeros-0,lookahead-3-zeros,516,9448,6,2,2,0,0,8,64,0,0,4,16,2,0,16,1024,4,0,6,3,2,1,2,0,1,0,0,0,1,0
9452,6,lookahead-3-zeros-0,lookahead-3-zeros,517,9452,6,4,0,0,0,8,64,0,0,4,16,2,2,16,1024,4,0,6,2,3,1,2,0,1,0,0,0,1,0
9456,6,lookahead-3-zeros-0,lookahead-3-zeros,518,9456,6,4,0,2,0,8,64,0,0,4,16,4,0,16,1024,4,0,6,1,4,1,2,0,1,0,0,0,1,0
9464,6,lookahead-3-zeros-0,lookahead-3-zeros,519,9464,6,4,0,2,0,8,64,0,0,4,16,2,0,16,1024,8,0,6,2,2,2,2,0,1,0,0,0,1,0
9468,6,lookahead-3-zeros-0,lookahead-3-zeros,520,9468,6,4,64,4,0,8,16,8,2,4,1024,0,0,16,0,0,0,6,1,3,2,2,0,1,0,0,0,1,0
9468,5,lookahead-3-zeros-0,lookahead-3-zeros,521,9468,5,4,64,4,0,8,16,8,2,4,1024,0,0,16,0,0,2,5,2,3,2,2,0,1,0,0,0,1,0
9472,5,lookahead-3-zeros-0,lookahead-3-zeros,522,9472,5,4,64,4,4,8,16,8,0,4,1024,0,2,16,0,0,0,5,1,4,2,2,0,1,0,0,0,1,0
9480,5,lookahead-3-zeros-0,lookahead-3-zeros,523,9480,5,4,64,8,0,8,16,8,2,4,1024,2,0,16,0,0,0,5,2,2,3,2,0,1,0,0,0,1,0
9496,5,lookahead-3-zeros-0,lookahead-3-zeros,524,9496,5,4,0,0,2,8,64,0,0,4,16,16,0,16,1024,2,2,5,3,2,1,3,0,1,0,0,0,1,0
9500,5,lookahead-3-zeros-0,lookahead-3-zeros,525,9500,5,4,0,0,2,8,64,0,0,4,16,16,0,16,1024,2,4,5,2,3,1,3,0,1,0,0,0,1,0
9532,5,lookahead-3-zeros-0,lookahead-3-zeros,526,9532,5,4,2,0,0,8,64,0,0,4,32,0,2,16,1024,2,4,5,3,3,1,1,1,1,0,0,0,1,0
9532,4,lookahead-3-zeros-0,lookahead-3-zeros,527,9532,4,4,2,2,2,8,64,0,4,4,32,0,2,16,1024,0,0,4,4,3,1,1,1,1,0,0,0,1,0
9536,4,lookahead-3-zeros-0,lookahead-3-zeros,528,9536,4,4,4,2,0,8,64,4,0,4,32,2,2,16,1024,0,0,4,3,4,1,1,1,1,0,0,0,1,0
9548,5,lookahead-3-zeros-0,lookahead-3-zeros,529,9548,5,8,2,0,2,8,64,4,0,4,32,4,0,16,1024,0,0,5,2,3,2,1,1,1,0,0,0,1,0
9572,6,lookahead-3-zeros-0,lookahead-3-zeros,530,9572,6,2,2,0,0,16,64,0,0,4,32,0,0,16,1024,8,2,6,3,1,1,2,1,1,0,0,0,1,0
9572,5,lookahead-3-zeros-0,lookahead-3-zeros,531,9572,5,2,2,8,2,16,64,2,0,4,32,0,0,16,1024,0,0,5,4,1,1,2,1,1,0,0,0,1,0
9576,5,lookahead-3-zeros-0,lookahead-3-zeros,532,9576,5,0,4,8,2,0,16,64,2,0,0,4,32,2,0,16,1024,5,3,2,1,2,1,1,0,0,0,1,0
9580,5,lookahead-3-zeros-0,lookahead-3-zeros,533,9580,5,0,0,8,0,0,0,64,4,2,4,4,32,2,16,16,1024,5,2,3,1,2,1,1,0,0,0,1,0
9620,6,lookahead-3-zeros-0,lookahead-3-zeros,534,9620,6,0,0,0,8,0,0,64,4,2,2,8,32,0,2,32,1024,6,3,1,2,0,2,1,0,0,0,1,0
9624,6,lookahead-3-zeros-0,lookahead-3-zeros,535,9624,6,2,4,64,8,0,2,8,4,0,0,32,32,0,0,0,1024,6,2,2,2,0,2,1,0,0,0,1,0
9688,6,lookahead-3-zeros-0,lookahead-3-zeros,536,9688,6,2,4,64,8,4,2,8,4,0,0,0,64,0,0,0,1024,6,2,3,2,0,0,2,0,0,0,1,0
9688,5,lookahead-3-zeros-0,lookahead-3-zeros,537,9688,5,0,0,2,8,0,0,0,4,2,4,64,64,4,2,8,1024,5,3,3,2,0,0,2,0,0,0,1,0
9816,5,lookahead-3-zeros-0,lookahead-3-zeros,538,9816,5,0,0,2,8,0,0,0,4,2,2,4,128,4,2,8,1024,5,4,3,2,0,0,0,1,0,0,1,0
9820,5,lookahead-3-zeros-0,lookahead-3-zeros,539,9820,5,2,0,0,8,0,0,2,4,2,0,4,128,4,4,8,1024,5,3,4,2,0,0,0,1,0,0,1,0
9828,5,lookahead-3-zeros-0,lookahead-3-zeros,540,9828,5,0,0,2,8,0,0,2,4,0,2,4,128,2,8,8,1024,5,4,2,3,0,0,0,1,0,0,1,0
9832,5,lookahead-3-zeros-0,lookahead-3-zeros,541,9832,5,2,2,4,8,0,8,4,4,2,0,8,128,0,0,0,1024,5,3,3,3,0,0,0,1,0,0,1,0
9844,6,lookahead-3-zeros-0,lookahead-3-zeros,542,9844,6,2,4,4,8,0,0,8,8,0,2,8,128,0,0,0,1024,6,2,2,4,0,0,0,1,0,0,1,0
9868,7,lookahead-3-zeros-0,lookahead-3-zeros,543,9868,7,0,2,8,8,0,2,0,16,0,2,8,128,0,0,0,1024,7,3,0,3,1,0,0,1,0,0,1,0
9884,7,lookahead-3-zeros-0,lookahead-3-zeros,544,9884,7,0,0,2,16,0,0,2,16,2,2,8,128,0,0,0,1024,7,4,0,1,2,0,0,1,0,0,1,0
9920,8,lookahead-3-zeros-0,lookahead-3-zeros,545,9920,8,2,2,4,32,0,0,8,128,0,0,2,1024,0,0,0,0,8,3,1,1,0,1,0,1,0,0,1,0
9924,8,lookahead-3-zeros-0,lookahead-3-zeros,546,9924,8,4,4,32,0,8,128,0,0,2,1024,0,2,0,0,0,0,8,2,2,1,0,1,0,1,0,0,1,0
9932,8,lookahead-3-zeros-0,lookahead-3-zeros,547,9932,8,8,32,0,0,8,128,0,0,2,1024,2,0,0,0,2,0,8,3,0,2,0,1,0,1,0,0,1,0
9952,9,lookahead-3-zeros-0,lookahead-3-zeros,548,9952,9,16,32,4,0,2,128,2,0,0,1024,0,0,0,0,0,0,9,2,1,0,1,1,0,1,0,0,1,0
9952,8,lookahead-3-zeros-0,lookahead-3-zeros,549,9952,8,16,32,4,4,2,128,2,0,0,1024,0,0,0,0,0,0,8,2,2,0,1,1,0,1,0,0,1,0
9960,8,lookahead-3-zeros-0,lookahead-3-zeros,550,9960,8,16,32,8,0,2,128,2,2,1024,0,0,0,0,0,0,0,8,3,0,1,1,1,0,1,0,0,1,0
9964,8,lookahead-3-zeros-0,lookahead-3-zeros,551,9964,8,0,16,32,8,0,2,128,4,0,4,0,1024,0,0,0,0,8,1,2,1,1,1,0,1,0,0,1,0
9964,7,lookahead-3-zeros-0,lookahead-3-zeros,552,9964,7,0,0,0,0,0,16,0,8,0,2,32,4,2,4,128,1024,7,2,2,1,1,1,0,1,0,0,1,0
9964,6,lookahead-3-zeros-0,lookahead-3-zeros,553,9964,6,0,0,2,0,0,0,16,8,0,2,32,4,2,4,128,1024,6,3,2,1,1,1,0,1,0,0,1,0
9964,5,lookahead-3-zeros-0,lookahead-3-zeros,554,9964,5,2,0,0,2,16,8,0,0,2,32,4,0,2,4,128,1024,5,4,2,1,1,1,0,1,0,0,1,0
9968,5,lookahead-3-zeros-0,lookahead-3-zeros,555,9968,5,4,0,0,0,16,8,0,2,2,32,4,0,2,4,128,1024,5,3,3,1,1,1,0,1,0,0,1,0
9972,5,lookahead-3-zeros-0,lookahead-3-zeros,556,9972,5,2,0,0,0,4,8,0,0,16,32,4,2,4,4,128,1024,5,2,4,1,1,1,0,1,0,0,1,0
9980,5,lookahead-3-zeros-0,lookahead-3-zeros,557,9980,5,0,0,0,2,0,2,4,8,16,32,4,2,0,8,128,1024,5,3,2,2,1,1,0,1,0,0,1,0
9988,5,lookahead-3-zeros-0,lookahead-3-zeros,558,9988,5,0,0,0,2,0,2,0,8,2,32,8,2,16,8,128,1024,5,4,0,3,1,1,0,1,0,0,1,0
9988,4,lookahead-3-zeros-0,lookahead-3-zeros,559,9988,4,4,0,0,2,0,0,2,8,2,32,8,2,16,8,128,1024,4,4,1,3,1,1,0,1,0,0,1,0
9988,3,lookahead-3-zeros-0,lookahead-3-zeros,560,9988,3,4,2,0,0,2,8,2,0,2,32,8,2,16,8,128,1024,3,5,1,3,1,1,0,1,0,0,1,0
9992,3,lookahead-3-zeros-0,lookahead-3-zeros,561,9992,3,4,2,2,2,4,8,8,1024,16,32,128,0,2,8,0,0,3,4,2,3,1,1,0,1,0,0,1,0
10000,3,lookahead-3-zeros-0,lookahead-3-zeros,562,10000,3,8,2,2,2,16,8,8,1024,2,32,128,2,0,8,0,0,3,5,0,4,1,1,0,1,0,0,1,0
10020,4,lookahead-3-zeros-0,lookahead-3-zeros,563,10020,4,8,4,2,2,16,16,1024,0,2,32,128,2,8,0,0,0,4,4,1,2,2,1,0,1,0,0,1,0
10056,5,lookahead-3-zeros-0,lookahead-3-zeros,564,10056,5,0,8,4,4,0,0,32,1024,2,32,128,2,0,2,0,8,5,3,2,2,0,2,0,1,0,0,1,0
10064,5,lookahead-3-zeros-0,lookahead-3-zeros,565,10064,5,8,8,0,2,32,1024,0,0,2,32,128,2,2,8,0,0,5,4,0,3,0,2,0,1,0,0,1,0
10072,6,lookahead-3-zeros-0,lookahead-3-zeros,566,10072,6,0,8,2,0,8,1024,0,0,32,32,0,0,4,8,128,4,6,1,2,3,0,2,0,1,0,0,1,0
10136,6,lookahead-3-zeros-0,lookahead-3-zeros,567,10136,6,8,2,0,0,8,1024,2,0,64,0,0,0,4,8,128,4,6,2,2,3,0,0,1,1,0,0,1,0
10152,6,lookahead-3-zeros-0,lookahead-3-zeros,568,10152,6,16,2,2,4,64,1024,128,0,4,8,0,0,0,2,0,0,6,3,2,1,1,0,1,1,0,0,1,0
10156,6,lookahead-3-zeros-0,lookahead-3-zeros,569,10156,6,0,16,4,4,0,64,1024,128,0,0,4,8,2,0,0,2,6,2,3,1,1,0,1,1,0,0,1,0
10168,7,lookahead-3-zeros-0,lookahead-3-zeros,570,10168,7,16,8,0,0,64,1024,128,2,4,8,0,0,4,0,0,0,7,1,2,2,1,0,1,1,0,0,1,0
10176,7,lookahead-3-zeros-0,lookahead-3-zeros,571,10176,7,16,8,128,2,64,1024,0,0,8,8,0,2,0,0,0,0,7,2,0,3,1,0,1,1,0,0,1,0
10180,7,lookahead-3-zeros-0,lookahead-3-zeros,572,10180,7,0,0,0,2,16,8,0,0,64,1024,0,0,8,8,128,4,7,1,1,3,1,0,1,1,0,0,1,0
10196,7,lookahead-3-zeros-0,lookahead-3-zeros,573,10196,7,0,0,0,2,0,0,16,8,0,0,64,1024,4,16,128,4,7,1,2,1,2,0,1,1,0,0,1,0
10196,6,lookahead-3-zeros-0,lookahead-3-zeros,574,10196,6,4,16,16,2,0,0,64,8,2,0,128,1024,0,0,0,4,6,2,2,1,2,0,1,1,0,0,1,0
10228,6,lookahead-3-zeros-0,lookahead-3-zeros,575,10228,6,0,4,32,2,0,0,64,8,0,2,128,1024,2,0,0,4,6,3,2,1,0,1,1,1,0,0,1,0
10228,5,lookahead-3-zeros-0,lookahead-3-zeros,576,10228,5,0,0,0,2,0,0,32,8,2,4,64,1024,2,2,128,4,5,4,2,1,0,1,1,1,0,0,1,0
10232,5,lookahead-3-zeros-0,lookahead-3-zeros,577,10232,5,0,2,0,2,0,0,32,8,2,4,64,1024,0,4,128,4,5,3,3,1,0,1,1,1,0,0,1,0
10240,5,lookahead-3-zeros-0,lookahead-3-zeros,578,10240,5,0,0,2,2,0,0,32,8,0,2,64,1024,2,8,128,4,5,4,1,2,0,1,1,1,0,0,1,0
10240,4,lookahead-3-zeros-0,lookahead-3-zeros,579,10240,4,2,2,2,2,0,8,32,8,0,4,64,1024,0,0,128,4,4,4,2,2,0,1,1,1,0,0,1,0
10248,5,lookahead-3-zeros-0,lookahead-3-zeros,580,10248,5,0,2,4,4,0,8,32,8,0,4,64,1024,0,0,128,4,5,1,4,2,0,1,1,1,0,0,1,0
10256,5,lookahead-3-zeros-0,lookahead-3-zeros,581,10256,5,0,2,2,8,0,8,32,8,0,4,64,1024,0,0,128,4,5,2,2,3,0,1,1,1,0,0,1,0
10272,5,lookahead-3-zeros-0,lookahead-3-zeros,582,10272,5,0,2,2,16,2,8,32,1024,0,4,64,4,0,0,128,0,5,3,2,1,1,1,1,1,0,0,1,0
10276,5,lookahead-3-zeros-0,lookahead-3-zeros,583,10276,5,0,0,4,16,2,8,32,1024,0,4,64,4,2,0,0,128,5,2,3,1,1,1,1,1,0,0,1,0
10280,5,lookahead-3-zeros-0,lookahead-3-zeros,584,10280,5,0,0,0,16,0,0,4,1024,2,8,32,4,4,4,64,128,5,1,4,1,1,1,1,1,0,0,1,0
10288,5,lookahead-3-zeros-0,lookahead-3-zeros,585,10288,5,0,0,0,16,2,0,4,1024,2,8,32,4,0,8,64,128,5,2,2,2,1,1,1,1,0,0,1,0
10308,6,lookahead-3-zeros-0,lookahead-3-zeros,586,10308,6,4,16,4,16,0,0,32,1024,0,2,64,4,0,0,0,128,6,1,3,0,2,1,1,1,0,0,1,0
10308,5,lookahead-3-zeros-0,lookahead-3-zeros,587,10308,5,4,16,4,16,0,2,32,1024,2,0,64,4,0,0,0,128,5,2,3,0,2,1,1,1,0,0,1,0
10308,4,lookahead-3-zeros-0,lookahead-3-zeros,588,10308,4,4,16,4,16,2,32,1024,0,2,64,4,0,128,0,0,2,4,3,3,0,2,1,1,1,0,0,1,0
10312,4,lookahead-3-zeros-0,lookahead-3-zeros,589,10312,4,4,16,4,16,4,32,1024,2,128,64,4,0,0,2,0,0,4,2,4,0,2,1,1,1,0,0,1,0
10320,4,lookahead-3-zeros-0,lookahead-3-zeros,590,10320,4,8,16,4,16,128,32,1024,2,0,64,4,0,0,2,2,0,4,3,2,1,2,1,1,1,0,0,1,0
10324,4,lookahead-3-zeros-0,lookahead-3-zeros,591,10324,4,8,16,4,16,128,32,1024,2,64,4,2,0,4,0,0,0,4,2,3,1,2,1,1,1,0,0,1,0
10324,3,lookahead-3-zeros-0,lookahead-3-zeros,592,10324,3,8,16,4,16,128,32,1024,2,0,64,4,2,4,0,0,4,3,2,4,1,2,1,1,1,0,0,1,0
10328,3,lookahead-3-zeros-0,lookahead-3-zeros,593,10328,3,8,16,4,16,128,32,1024,4,4,64,4,4,0,0,0,2,3,1,5,1,2,1,1,1,0,0,1,0
10336,3,lookahead-3-zeros-0,lookahead-3-zeros,594,10336,3,8,16,4,16,128,32,1024,4,4,64,8,0,2,2,0,0,3,2,3,2,2,1,1,1,0,0,1,0
10340,3,lookahead-3-zeros-0,lookahead-3-zeros,595,10340,3,8,16,4,16,128,32,1024,4,4,64,8,4,4,0,0,0,3,0,5,2,2,1,1,1,0,0,1,0
10356,4,lookahead-3-zeros-0,lookahead-3-zeros,596,10356,4,0,0,2,0,8,16,4,0,128,32,1024,16,8,64,8,8,4,1,1,4,2,1,1,1,0,0,1,0
10372,4,lookahead-3-zeros-0,lookahead-3-zeros,597,10372,4,0,0,2,2,0,8,16,4,128,32,1024,16,0,8,64,16,4,2,1,2,3,1,1,1,0,0,1,0
10376,4,lookahead-3-zeros-0,lookahead-3-zeros,598,10376,4,0,2,0,4,0,8,16,4,128,32,1024,16,0,8,64,16,4,1,2,2,3,1,1,1,0,0,1,0
10416,5,lookahead-3-zeros-0,lookahead-3-zeros,599,10416,5,0,2,2,0,0,8,16,0,0,32,1024,8,128,8,64,32,5,2,0,3,1,2,1,1,0,0,1,0
10420,5,lookahead-3-zeros-0,lookahead-3-zeros,600,10420,5,0,2,0,4,0,0,8,16,0,32,1024,8,128,8,64,32,5,1,1,3,1,2,1,1,0,0,1,0
10420,4,lookahead-3-zeros-0,lookahead-3-zeros,601,10420,4,0,0,2,4,0,2,8,16,0,32,1024,8,128,8,64,32,4,2,1,3,1,2,1,1,0,0,1,0
10420,3,lookahead-3-zeros-0,lookahead-3-zeros,602,10420,3,128,2,2,4,0,32,8,16,0,8,1024,8,2,0,64,32,3,3,1,3,1,2,1,1,0,0,1,0
10424,3,lookahead-3-zeros-0,lookahead-3-zeros,603,10424,3,128,4,4,0,32,8,16,0,8,1024,8,2,2,64,32,0,3,2,2,3,1,2,1,1,0,0,1,0
10432,3,lookahead-3-zeros-0,lookahead-3-zeros,604,10432,3,128,8,2,0,32,8,16,0,8,1024,8,2,2,64,32,0,3,3,0,4,1,2,1,1,0,0,1,0
10448,3,lookahead-3-zeros-0,lookahead-3-zeros,605,10448,3,128,0,2,2,32,16,16,0,8,1024,8,0,2,64,32,2,3,4,0,2,2,2,1,1,0,0,1,0
10484,4,lookahead-3-zeros-0,lookahead-3-zeros,606,10484,4,128,4,0,0,32,32,0,0,8,1024,8,2,2,64,32,2,4,3,1,2,0,3,1,1,0,0,1,0
10548,4,lookahead-3-zeros-0,lookahead-3-zeros,607,10548,4,0,0,128,4,0,2,0,64,8,1024,8,2,2,64,32,2,4,4,1,2,0,1,2,1,0,0,1,0
10552,4,lookahead-3-zeros-0,lookahead-3-zeros,608,10552,4,2,0,0,0,0,2,128,4,8,1024,8,64,2,64,32,4,4,3,2,2,0,1,2,1,0,0,1,0
10552,3,lookahead-3-zeros-0,lookahead-3-zeros,609,10552,3,2,0,0,2,2,128,4,0,8,1024,8,64,2,64,32,4,3,4,2,2,0,1,2,1,0,0,1,0
10556,3,lookahead-3-zeros-0,lookahead-3-zeros,610,10556,3,0,0,0,4,2,2,128,4,8,1024,8,64,2,64,32,4,3,3,3,2,0,1,2,1,0,0,1,0
10564,3,lookahead-3-zeros-0,lookahead-3-zeros,611,10564,3,0,0,4,0,2,2,128,8,8,1024,8,64,2,64,32,4,3,3,2,3,0,1,2,1,0,0,1,0
10568,3,lookahead-3-zeros-0,lookahead-3-zeros,612,10568,3,4,2,0,0,4,128,8,0,8,1024,8,64,2,64,32,4,3,2,3,3,0,1,2,1,0,0,1,0
10592,4,lookahead-3-zeros-0,lookahead-3-zeros,613,10592,4,8,2,16,64,8,128,32,4,2,1024,4,0,0,64,0,0,4,2,2,2,1,1,2,1,0,0,1,0
10608,4,lookahead-3-zeros-0,lookahead-3-zeros,614,10608,4,0,2,0,2,0,128,16,0,16,1024,32,64,2,64,4,4,4,3,2,0,2,1,2,1,0,0,1,0
10620,5,lookahead-3-zeros-0,lookahead-3-zeros,615,10620,5,0,0,0,4,0,2,128,16,16,1024,32,64,0,2,64,8,5,2,1,1,2,1,2,1,0,0,1,0
10620,4,lookahead-3-zeros-0,lookahead-3-zeros,616,10620,4,2,0,0,4,0,2,128,16,16,1024,32,64,0,2,64,8,4,3,1,1,2,1,2,1,0,0,1,0
10620,3,lookahead-3-zeros-0,lookahead-3-zeros,617,10620,3,2,2,128,4,16,1024,32,16,0,2,64,64,2,0,0,8,3,4,1,1,2,1,2,1,0,0,1,0
10752,4,lookahead-3-zeros-0,lookahead-3-zeros,618,10752,4,0,4,128,4,16,1024,32,16,0,0,2,128,4,0,2,8,4,2,3,1,2,1,0,2,0,0,1,0
